tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	dtab1[24]	dtab1[25]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	rb_effect_on	rb_effect	rb_effect_fl	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
20046	LineageMonster.zombie	LineageMonsters.zombie_m00	2	LineageMonstersTex.zombie_t00	LineageMonstersTex.zombie_t01				0			18	4416	1	4410	10	4411	10	4412	12	4413	19	4275	2	4278	1	4071	5	4284	5									1.00000000	0		1				5	MonSound.Hit_Wet_1	MonSound.Hit_Wet_2	MonSound.Hit_normal_12	MonSound.Hit_Wet_4	MonSound.Hit_Normal_1	3	MonSound.zombie_dmg_1	MonSound.zombie_dmg_2	MonSound.zombie_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20047	LineageMonster.wererat	LineageMonsters.wererat_m00	2	LineageMonstersTex.wererat_t00	LineageMonstersTex.wererat_t01				0			10	4416	6	4410	10	4411	10	4412	12	4413	12																	1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	MonSound.Hit_Bone_2	ItemSound.shield_steel_2	ItemSound.armor_leather_5	ItemSound.armor_metal_alt_1		3	MonSound.wererat_dmg_1	MonSound.wererat_dmg_2	MonSound.wererat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20048	LineageMonster.succubus	LineageMonsters.succubus_m00	2	LineageMonstersTex.succubus_t00	LineageMonstersTex.succubus_t01				0			6	4416	9	4278	1	4333	5																					1.00000000	0		3	ItemSound.spear_2	ItemSound.sword_big_2	ItemSound.sword_great_2	4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1		3	MonSound.succubus_dmg_1	MonSound.succubus_dmg_2	MonSound.succubus_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20049	LineageMonster.werewolf	LineageMonsters.werewolf_m00	2	LineageMonstersTex.werewolf_t00	LineageMonstersTex.werewolf_t01				0			10	4416	6	4410	12	4411	12	4412	10	4413	10																	1.00000000	0		3	ItemSound.spear_2	ItemSound.spear_3	ItemSound.sword_mid_3	4	MonSound.Hit_Normal_11	MonSound.Hit_Metal_1	MonSound.Hit_Metal_Clang_2	MonSound.Hit_normal_12		3	MonSound.werewolf_dmg_1	MonSound.werewolf_dmg_2	MonSound.werewolf_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20050	LineageMonster.poison_spider	LineageMonsters.poison_spider_m00	2	LineageMonstersTex.poison_spider_t00	LineageMonstersTex.poison_spider_t01				0			12	4416	12	4410	12	4411	12	4412	10	4413	10	4279	1															1.00000000	0		1				4	MonSound.Hit_Wet_2	MonSound.Hit_Shell_1	ItemSound.armor_leather_2	MonSound.Hit_bone_7		3	MonSound.p_spider_dmg_1	MonSound.p_spider_dmg_2	MonSound.p_spider_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20051	LineageMonster.skeleton_archer	LineageMonsters.skeleton_archer_m00	3	LineageMonstersTex.skeleton_archer_t00	LineageMonstersTex.skeleton_archer_t01	LineageMonstersTex.skeleton_archer_t02			0			16	4416	1	4410	10	4411	10	4412	12	4413	12	4275	2	4278	1	4274	1											1.00000000	0		3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	3	MonSound.Hit_Bone_2	ItemSound.armor_leather_2	ItemSound.shield_bone_3			3	MonSound.skeleton_arc_dmg_1	MonSound.skeleton_arc_dmg_2	MonSound.skeleton_arc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20052	LineageMonster.succubus	LineageMonsters.succubus_m00	2	LineageMonstersTex.succubus_t00	LineageMonstersTex.succubus_t01				0			14	4416	9	4410	12	4411	12	4412	10	4413	10	4278	1	4333	5													1.00000000	0		1				4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1		3	MonSound.succubus_dmg_1	MonSound.succubus_dmg_2	MonSound.succubus_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20053	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			2	4416	6																									1.00000000	0		3	ItemSound.spear_2	ItemSound.spear_3	ItemSound.sword_mid_3	4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_arc_dmg_1	MonSound.ol_mahum_arc_dmg_2	MonSound.ol_mahum_arc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20054	LineageMonster.spartoi	LineageMonsters.spartoi_m00	2	LineageMonstersTex.spartoi_t00	LineageMonstersTex.spartoi_t01				0			16	4416	1	4410	10	4411	10	4412	12	4413	12	4275	2	4278	1	4274	1											1.00000000	0		3	ItemSound.spear_3	ItemSound.sword_great_2	ItemSound.hammer_2	4	ItemSound.Armor_bone_3	MonSound.Hit_Metal_Clang_2	ItemSound.shield_bone_2	ItemSound.shield_steel_5		3	MonSound.spartoi_dmg_1	MonSound.spartoi_dmg_2	MonSound.spartoi_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20055	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			14	4416	2	4410	10	4411	10	4412	12	4413	12	4281	1	4276	1													1.76666665	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20056	LineageMonster.dre_vanul	LineageMonsters.dre_vanul_m00	2	LineageMonstersTex.dre_vanul_t00	LineageMonstersTex.dre_vanul_t01				0			14	4416	9	4410	12	4411	12	4412	10	4413	10	4278	1	4333	5													1.00000000	0		1				4	ItemSound.armor_leather_2	MonSound.Hit_Shell_3	MonSound.Hit_Wet_4	MonSound.Hit_Bone_8		3	MonSound.dre_vanul_dmg_1	MonSound.dre_vanul_dmg_2	MonSound.dre_vanul_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20057	LineageMonster.succubus	LineageMonsters.succubus_m00	2	LineageMonstersTex.succubus_t00	LineageMonstersTex.succubus_t01				0			14	4416	9	4410	12	4411	12	4412	10	4413	10	4278	1	4333	5													1.00000000	0		1				4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1		3	MonSound.succubus_dmg_1	MonSound.succubus_dmg_2	MonSound.succubus_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20058	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			10	4416	6	4410	12	4411	12	4412	10	4413	10																	1.00000000	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20059	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			14	4416	2	4410	12	4411	12	4412	10	4413	10	4281	1	4276	1													1.76666665	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20060	LineageMonster.spartoi	LineageMonsters.spartoi_m00	2	LineageMonstersTex.spartoi_t00	LineageMonstersTex.spartoi_t01				0			16	4416	1	4410	10	4411	10	4412	12	4413	12	4275	2	4278	1	4274	1											1.00000000	0		3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	4	ItemSound.Armor_bone_3	MonSound.Hit_Metal_Clang_2	ItemSound.shield_bone_2	ItemSound.shield_steel_5		3	MonSound.spartoi_dmg_1	MonSound.spartoi_dmg_2	MonSound.spartoi_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20061	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			2	4416	6																									1.00000000	0		3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20062	LineageMonster.bugbear	LineageMonsters.bugbear_m00	2	LineageMonstersTex.bugbear_t00	LineageMonstersTex.bugbear_t01				0			10	4416	11	4410	10	4411	10	4412	12	4413	12																	1.00000000	0		3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	4	MonSound.Hit_Stone_1	MonSound.Hit_Wet_4	MonSound.Hit_Shell_4	MonSound.Hit_Metal_Clang_1		3	MonSound.bugbear_dmg_1	MonSound.bugbear_dmg_2	MonSound.bugbear_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20063	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			2	4416	6																									1.00000000	0		1				4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_arc_dmg_1	MonSound.ol_mahum_arc_dmg_2	MonSound.ol_mahum_arc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20064	LineageMonster.bugbear	LineageMonsters.bugbear_m00	2	LineageMonstersTex.bugbear_t00	LineageMonstersTex.bugbear_t01				0			10	4416	11	4410	12	4411	12	4412	10	4413	10																	1.00000000	0		3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Stone_1	MonSound.Hit_Wet_4	MonSound.Hit_Shell_4	MonSound.Hit_Metal_Clang_1		3	MonSound.bugbear_dmg_1	MonSound.bugbear_dmg_2	MonSound.bugbear_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20065	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			10	4416	6	4410	10	4411	10	4412	12	4413	12																	1.00000000	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20066	LineageMonster.ol_mahum_champion	LineageMonsters.ol_mahum_champion_m00	2	LineageMonstersTex.ol_mahum_champion_t00	LineageMonstersTex.ol_mahum_champion_t01				0			10	4416	6	4410	12	4411	12	4412	10	4413	10																	1.00000000	0		3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	MonSound.ol_mahum_champ_dmg_1	MonSound.ol_mahum_champ_dmg_2	MonSound.ol_mahum_champ_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20067	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			14	4416	2	4410	10	4411	10	4412	12	4413	12	4281	1	4276	1													1.76666665	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20068	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			14	4416	2	4410	10	4411	10	4412	12	4413	12	4281	1	4276	1													1.76666665	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20069	LineageMonster.virud_lizardman	LineageMonsters.virud_lizardman_m00	2	LineageMonstersTex.virud_lizardman_t00	LineageMonstersTex.virud_lizardman_t01				0			10	4416	6	4410	10	4411	10	4412	12	4413	12																	1.00000000	0		3	ItemSound.spear_2	ItemSound.sword_mid_9	ItemSound.sword_mid_3	4	MonSound.Hit_Shell_2	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Wet_1		3	MonSound.v_lizard_scout_dmg_1	MonSound.v_lizard_scout_dmg_2	MonSound.v_lizard_scout_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20070	LineageMonster.lesser_basilisk	LineageMonsters.lesser_basilisk_m00	2	LineageMonstersTex.lesser_basilisk_t00	LineageMonstersTex.lesser_basilisk_t01				0			10	4416	3	4410	12	4411	12	4412	10	4413	10																	1.50000000	0		1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20071	LineageMonster.virud_lizardman_warrior	LineageMonsters.virud_lizardman_warrior_m00	2	LineageMonstersTex.virud_lizardman_warrior_t00	LineageMonstersTex.virud_lizardman_warrior_t01				0			10	4416	6	4410	12	4411	12	4412	10	4413	10																	1.00000000	0		3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	4	ItemSound.armor_metal_alt_2	MonSound.Hit_Shell_1	ItemSound.shield_steel_3	MonSound.Hit_Wet_5		3	MonSound.v_lizard_warrior_dmg_1	MonSound.v_lizard_warrior_dmg_2	MonSound.v_lizard_warrior_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20072	LineageMonster.lesser_basilisk	LineageMonsters.lesser_basilisk_m00	2	LineageMonstersTex.lesser_basilisk_t00	LineageMonstersTex.lesser_basilisk_t01				0			10	4416	3	4410	10	4411	10	4412	12	4413	12																	1.50000000	0		1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20073	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			2	4416	6																									1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20074	LineageMonster.onyx_beast	LineageMonsters.onyx_beast_m00	1	LineageMonstersTex.onyx_beast_t00					0			4	4416	3	4279	1																							1.00000000	0		1				4	MonSound.Hit_Soul_8	MonSound.Hit_Metal_17	MonSound.Hit_normal_9	MonSound.Hit_Stone_3		3	MonSound.onyx_beast_dmg_1	MonSound.onyx_beast_dmg_2	MonSound.onyx_beast_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20075	LineageMonster.ant_larva	LineageMonsters.ant_larva_m00	1	LineageMonstersTex.ant_larva_t00					0			12	4416	12	4410	10	4411	10	4412	12	4413	12	4279	1															1.00000000	0		1				3	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wet_5			3	MonSound.ant_larva_dmg_1	MonSound.ant_larva_dmg_2	MonSound.ant_larva_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20076	LineageMonster.ol_mahum_champion	LineageMonsters.ol_mahum_champion_m00	2	LineageMonstersTex.ol_mahum_champion_t00	LineageMonstersTex.ol_mahum_champion_t01				0			10	4416	6	4410	12	4411	12	4412	10	4413	10																	1.00000000	0		3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	MonSound.ol_mahum_champ_dmg_1	MonSound.ol_mahum_champ_dmg_2	MonSound.ol_mahum_champ_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20077	LineageMonster.onyx_beast	LineageMonsters.onyx_beast_m00	1	LineageMonstersTex.onyx_beast_t00					0			12	4416	3	4410	12	4411	12	4412	10	4413	10	4279	1															1.00000000	0		1				4	MonSound.Hit_Soul_8	MonSound.Hit_Metal_17	MonSound.Hit_normal_9	MonSound.Hit_Stone_3		3	MonSound.onyx_beast_dmg_1	MonSound.onyx_beast_dmg_2	MonSound.onyx_beast_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20078	LineageMonster.sylph_100_bi	LineageMonsters.sylph_m00	2	LineageMonstersTex.sylph_t00	LineageMonstersTex.sylph_t01				0			14	4416	7	4410	10	4411	10	4412	12	4413	12	4011	5	4282	1													1.00000000	0		1				3	MonSound.Hit_Soul_5	MonSound.Hit_Soul_6	MonSound.Hit_Soul_8			3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20079	LineageMonster.ant	LineageMonsters.ant_m00	1	LineageMonstersTex.ant_t00					0			12	4416	12	4410	12	4411	12	4412	10	4413	10	4279	1															1.20000005	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_dmg_1	MonSound.ant_dmg_2	MonSound.ant_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20080	LineageMonster.ant	LineageMonsters.ant_m00	1	LineageMonstersTex.ant_t00					0			12	4416	12	4410	12	4411	12	4412	10	4413	10	4279	1															1.20000005	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_dmg_1	MonSound.ant_dmg_2	MonSound.ant_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20081	LineageMonster.ant	LineageMonsters.ant_m00	1	LineageMonstersTex.ant_t00					0			14	4416	12	4408	10	4410	12	4411	12	4412	10	4413	10	4279	1													1.20000005	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_dmg_1	MonSound.ant_dmg_2	MonSound.ant_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20082	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			12	4416	12	4410	10	4411	10	4412	12	4413	12	4279	1															1.00000000	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20083	LineageMonster.stone_golem	LineageMonsters.stone_golem_m00	2	LineageMonstersTex.stone_golem_t00	LineageMonstersTex.stone_golem_t01				0			18	4416	2	4410	10	4411	10	4412	19	4413	12	4444	2	4273	3	4274	1	4284	5									1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	MonSound.Hit_Stone_3	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20084	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			12	4416	12	4410	12	4411	12	4412	10	4413	10	4279	1															1.00000000	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20085	LineageMonster.stone_golem	LineageMonsters.stone_golem_m00	2	LineageMonstersTex.stone_golem_t00	LineageMonstersTex.stone_golem_t01				0			18	4416	2	4410	12	4411	12	4412	10	4413	18	4444	2	4273	3	4274	1	4284	5									1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	MonSound.Hit_Stone_3	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20086	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			4	4416	12	4279	1																							1.33846152	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20087	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			6	4416	12	4408	10	4279	1																					1.33846152	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20088	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			14	4416	12	4408	10	4410	12	4411	12	4412	10	4413	10	4279	1													1.33846152	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20089	LineageMonster.noble_ant	LineageMonsters.noble_ant_m00	2	LineageMonstersTex.noble_ant_t00	LineageMonstersTex.noble_ant_t01				0			4	4416	12	4279	1																							2.17499995	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.noble_ant_dmg_1	MonSound.noble_ant_dmg_2	MonSound.noble_ant_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20090	LineageMonster.noble_ant	LineageMonsters.noble_ant_m00	2	LineageMonstersTex.noble_ant_t00	LineageMonstersTex.noble_ant_t01				0			14	4416	12	4408	10	4410	12	4411	12	4412	10	4413	10	4279	1													2.17499995	0		1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.noble_ant_dmg_1	MonSound.noble_ant_dmg_2	MonSound.noble_ant_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20091	LineageMonster.fox	LineageMonsters.fox_m00	1	LineageMonstersTex.fox_t00					0			2	4416	4																									1.00000000	0		1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.fox_dmg_1	MonSound.fox_dmg_2	MonSound.fox_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20092	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			6	4416	2	4281	1	4276	1																					1.48888886	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
