name	id_mk	id_recipe	level	id_item	count	mp_cost	success_rate	materials_cnt	materials_m[0]_id	materials_m[0]_cnt	materials_m[1]_id	materials_m[1]_cnt	materials_m[2]_id	materials_m[2]_cnt	materials_m[3]_id	materials_m[3]_cnt	materials_m[4]_id	materials_m[4]_cnt	materials_m[5]_id	materials_m[5]_cnt	materials_m[6]_id	materials_m[6]_cnt	materials_m[7]_id	materials_m[7]_cnt	materials_m[8]_id	materials_m[8]_cnt	materials_m[9]_id	materials_m[9]_cnt
a,mk_elixir_of_life_c\0	828	8642	3	8624	10	50	100	2	1785	280	8658	20																
a,mk_elixir_of_life_b\0	829	8643	4	8625	10	80	100	2	1785	380	8658	50																
a,mk_elixir_of_life_a\0	830	8644	5	8626	10	110	100	2	1785	480	8658	50																
a,mk_elixir_of_life_s\0	831	8645	6	8627	10	150	100	2	1785	580	8658	50																
a,mk_elixir_of_mental_none\0	832	8646	1	8628	10	10	100	2	3031	30	8658	20																
a,mk_elixir_of_mental_d\0	833	8647	2	8629	10	30	100	2	3031	80	8658	20																
a,mk_elixir_of_mental_c\0	834	8648	3	8630	10	50	100	2	3031	210	8658	30																
a,mk_elixir_of_mental_b\0	835	8649	4	8631	10	80	100	3	3031	260	4043	1	8658	60														
a,mk_elixir_of_mental_a\0	836	8650	5	8632	10	110	100	3	3031	315	4043	2	8658	60														
a,mk_elixir_of_mental_s\0	837	8651	6	8633	10	150	100	3	3031	360	4043	3	8658	60														
a,mk_elixir_of_combative_none\0	838	8652	1	8634	10	10	100	2	1785	20	8658	10																
a,mk_elixir_of_combative_d\0	839	8653	2	8635	10	30	100	2	1785	50	8658	15																
a,mk_elixir_of_combative_c\0	840	8654	3	8636	10	50	100	2	1785	110	8658	25																
a,mk_elixir_of_combative_b\0	841	8655	4	8637	10	80	100	2	1785	140	8658	50																
a,mk_elixir_of_combative_a\0	842	8656	5	8638	10	110	100	2	1785	180	8658	50																
a,mk_elixir_of_combative_s\0	843	8657	6	8639	10	150	100	2	1785	220	8658	50																
a,mk_sirr_blade_i\0	844	8690	8	8678	1	210	60	9	8690	1	8712	15	4047	3	5550	102	1890	204	1888	204	4042	102	1461	254	2133	100		
a,mk_sirr_blade_ii\0	845	8691	8	8678	1	210	100	9	8691	1	8712	15	4047	4	5550	210	1890	420	1888	420	4042	210	1461	480	2133	100		
a,mk_sword_of_ipos_i\0	846	8692	8	8679	1	210	60	9	8692	1	8713	15	4047	3	1890	226	5550	113	1888	113	4042	113	1461	254	2133	100		
a,mk_sword_of_ipos_ii\0	847	8693	8	8679	1	210	100	9	8693	1	8713	15	4047	4	1890	468	5550	234	1888	234	4042	234	1461	480	2133	100		
a,mk_barakiel_axe_i\0	848	8694	8	8680	1	210	60	10	8694	1	8714	15	4045	3	1890	136	5550	272	1888	136	1885	68	4042	68	1461	254	2133	100
a,mk_barakiel_axe_ii\0	849	8695	8	8680	1	210	100	10	8695	1	8714	15	5554	2	1890	264	5550	528	1888	264	1885	132	4042	132	1461	480	2133	100
a,mk_tuning_fork_of_behemoth_i\0	850	8696	8	8681	1	210	60	10	8696	1	8715	15	4045	4	1890	208	5550	208	1888	104	1885	52	4042	52	1461	254	2133	100
a,mk_tuning_fork_of_behemoth_ii\0	851	8697	8	8681	1	210	100	10	8697	1	8715	15	5554	3	1890	404	5550	404	1888	202	1885	101	4042	101	1461	480	2133	100
a,mk_naga_storm_i\0	852	8698	8	8682	1	210	60	9	8698	1	8716	15	4047	3	5550	102	1890	204	1888	204	4042	102	1461	254	2133	100		
a,mk_naga_storm_ii\0	853	8699	8	8682	1	210	100	9	8699	1	8716	15	4047	4	5550	210	1890	420	1888	420	4042	210	1461	480	2133	100		
a,mk_tiphon_spear_i\0	854	8700	8	8683	1	210	60	10	8700	1	8717	15	4045	4	1890	208	5550	208	1888	104	1885	52	4042	52	1461	254	2133	100
a,mk_tiphon_spear_ii\0	855	8701	8	8683	1	210	100	10	8701	1	8717	15	5554	3	1890	404	5550	404	1888	202	1885	101	4042	101	1461	480	2133	100
a,mk_shyid_bow_i\0	856	8702	8	8684	1	210	60	10	8702	1	8718	15	4045	3	1890	340	5550	136	1885	68	1889	68	4042	68	1461	254	2133	100
a,mk_shyid_bow_ii\0	857	8703	8	8684	1	210	100	10	8703	1	8718	15	5554	2	1890	665	5550	266	1885	133	1889	133	4042	133	1461	480	2133	100
a,mk_sobekk_hurricane_i\0	858	8704	8	8685	1	210	60	10	8704	1	8719	15	4045	3	1890	136	5550	272	1888	136	1885	68	4042	68	1461	254	2133	100
a,mk_sobekk_hurricane_ii\0	859	8705	8	8685	1	210	100	10	8705	1	8719	15	5554	2	1890	264	5550	528	1888	264	1885	132	4042	132	1461	480	2133	100
a,mk_tongue_of_themis_i\0	860	8706	8	8686	1	210	60	9	8706	1	8720	15	4047	3	5550	102	1890	204	1888	204	4042	102	1461	254	2133	100		
a,mk_tongue_of_themis_ii\0	861	8707	8	8686	1	210	100	9	8707	1	8720	15	4047	4	5550	210	1890	420	1888	420	4042	210	1461	480	2133	100		
a,mk_hand_of_cabrio_i\0	862	8708	8	8687	1	210	60	10	8708	1	8721	15	4045	3	1893	106	5550	212	1881	212	1889	106	4042	106	1461	254	2133	100
a,mk_hand_of_cabrio_ii\0	863	8709	8	8687	1	210	100	10	8709	1	8721	15	5554	2	1893	207	5550	414	1881	414	1889	207	4042	207	1461	480	2133	100
a,mk_crystal_of_deamon_i\0	864	8710	8	8688	1	210	60	10	8710	1	8722	15	4045	3	1893	106	5550	212	1881	212	1889	106	4042	106	1461	254	2133	100
a,mk_crystal_of_deamon_ii\0	865	8711	8	8688	1	210	100	10	8711	1	8722	15	5554	2	1893	207	5550	414	1881	414	1889	207	4042	207	1461	480	2133	100
